kind,en,it,source
item,Mimikyu Scrap,Brandello di Mimikyu,pokeapi:item_names.csv
item,Mind Plate,Lastramente,pokeapi:item_names.csv
item,Mint Tablecloth,Tovaglia menta,pokeapi:item_names.csv
item,Miracle Seed,Miracolseme,pokeapi:item_names.csv
item,Miraidon’s Poké Ball,Poké Ball Miraidon,pokeapi:item_names.csv
item,Mirror Herb,Foglia carbone,pokeapi:item_names.csv
item,Misdreavus Tears,Lacrime di Misdreavus,pokeapi:item_names.csv
item,Misty Seed,Nebbiaseme,pokeapi:item_names.csv
item,Mixed Mushrooms,Funghi,pokeapi:item_names.csv
item,Modest Mint,Menta Modesta,pokeapi:item_names.csv
item,Moltres Candy,Caramella Moltres,pokeapi:item_names.csv
item,Monstrous Tablecloth,Tovaglia mostruosa,pokeapi:item_names.csv
item,Moomoo Cheese,Formaggio Mumu,pokeapi:item_names.csv
item,Moomoo Milk,Latte Mumu,pokeapi:item_names.csv
item,Moon Ball,Luna Ball,pokeapi:item_names.csv
item,Moon Flute,Flauto lunare,pokeapi:item_names.csv
item,Moon Stone,Pietralunare,pokeapi:item_names.csv
item,Morpeko Snack,Seme di Morpeko,pokeapi:item_names.csv
item,Mosaic Mail,Mess. Iride,pokeapi:item_names.csv
item,Mr. Mime Candy,Caramella Mr. Mime,pokeapi:item_names.csv
item,Mudbray Mud,Fango di Mudbray,pokeapi:item_names.csv
item,Munchlax Fang,Zanna di Munchlax,pokeapi:item_names.csv
item,Murkrow Bauble,Tesoro di Murkrow,pokeapi:item_names.csv
item,Muscle Band,Muscolbanda,pokeapi:item_names.csv
item,Muscle Feather,Piumpotenza,pokeapi:item_names.csv
item,Muscle Mochi,Mochi della potenza,pokeapi:item_names.csv
item,Mustard,Senape,pokeapi:item_names.csv
item,Mystery Egg,Uovo Mistero,pokeapi:item_names.csv
item,Mystic Water,Acqua Magica,pokeapi:item_names.csv
item,MysticTicket,Bigl. Magico,pokeapi:item_names.csv
item,N-Lunarizer,Necrolunix,pokeapi:item_names.csv
item,N-Solarizer,Necrosolix,pokeapi:item_names.csv
item,Nacli Salt,Sale di Nacli,pokeapi:item_names.csv
item,Naive Mint,Menta Ingenua,pokeapi:item_names.csv
item,Nanab Berry,Baccabana,pokeapi:item_names.csv
item,Naughty Mint,Menta Birbona,pokeapi:item_names.csv
item,Nest Ball,Minor Ball,pokeapi:item_names.csv
item,Net Ball,Rete Ball,pokeapi:item_names.csv
item,Never-Melt Ice,Gelomai,pokeapi:item_names.csv
item,Nidoran♀ Candy,Caramella Nidoran♀,pokeapi:item_names.csv
item,Nidoran♂ Candy,Caramella Nidoran♂,pokeapi:item_names.csv
item,Noibat Fur,Pelo di Noibat,pokeapi:item_names.csv
item,Nomel Berry,Baccalemon,pokeapi:item_names.csv
item,Noodles,Noodle,pokeapi:item_names.csv
item,Normal Gem,Bijounormale,pokeapi:item_names.csv
item,Normal Tera Shard,Teralite Normale,pokeapi:item_names.csv
item,Normalium Z,Normium Z,pokeapi:item_names.csv
item,Nosepass Fragment,Frammento di Nosepass,pokeapi:item_names.csv
item,Nugget,Pepita,pokeapi:item_names.csv
item,Numel Lava,Lava di Numel,pokeapi:item_names.csv
item,Nymble Claw,Artiglio di Nymble,pokeapi:item_names.csv
item,Oak’s Letter,Lettera Oak,pokeapi:item_names.csv
item,Oak’s Parcel,Pacco di Oak,pokeapi:item_names.csv
item,Occa Berry,Baccacao,pokeapi:item_names.csv
item,Odd Incense,Bizzoaroma,pokeapi:item_names.csv
item,Odd Keystone,Roccianima,pokeapi:item_names.csv
item,Oddish Candy,Caramella Oddish,pokeapi:item_names.csv
item,Old Amber,Ambra antica,pokeapi:item_names.csv
item,Old Charm,Arcamuleto,pokeapi:item_names.csv
item,Old Gateau,Dolce Gateau,pokeapi:item_names.csv
item,Old Letter,Vecchia lettera,pokeapi:item_names.csv
item,Old Rod,Amo Vecchio,pokeapi:item_names.csv
item,Old Sea Map,Mappa Stinta,pokeapi:item_names.csv
item,Olive Oil,Olio d’oliva,pokeapi:item_names.csv
item,Omanyte Candy,Caramella Omanyte,pokeapi:item_names.csv
item,Onion,Cipolla,pokeapi:item_names.csv
item,Onix Candy,Caramella Onix,pokeapi:item_names.csv
item,Oran Berry,Baccarancia,pokeapi:item_names.csv
item,Orange Dish,Piatto arancione,pokeapi:item_names.csv
item,Orange Mail,Mess. Agrume,pokeapi:item_names.csv
item,Orange Petal,Petalo arancione,pokeapi:item_names.csv
item,Oranguru Fur,Pelo di Oranguru,pokeapi:item_names.csv
item,Oricorio Feather,Penna di Oricorio,pokeapi:item_names.csv
item,Origin Ball,Origin Ball,pokeapi:item_names.csv
item,Orthworm Tarnish,Ruggine di Orthworm,pokeapi:item_names.csv
item,Oval Charm,Ovamuleto,pokeapi:item_names.csv
item,Oval Stone,Pietraovale,pokeapi:item_names.csv
item,PP Max,PP-Max,pokeapi:item_names.csv
item,PP Up,PP-Su,pokeapi:item_names.csv
item,Pachirisu Fur,Pelo di Pachirisu,pokeapi:item_names.csv
item,Pack of Potatoes,Patate,pokeapi:item_names.csv
item,Packaged Curry,Curry precotto,pokeapi:item_names.csv
item,Pair of Tickets,Biglietto doppio,pokeapi:item_names.csv
item,Pal Pad,Blocco Amici,pokeapi:item_names.csv
item,Pamtre Berry,Baccapalma,pokeapi:item_names.csv
item,Paralyze Heal,Antiparalisi,pokeapi:item_names.csv
item,Paras Candy,Caramella Paras,pokeapi:item_names.csv
item,Parasol Pick,Ombrellino,pokeapi:item_names.csv
item,Parcel,Pacco,pokeapi:item_names.csv
item,Park Ball,Parco Ball,pokeapi:item_names.csv
item,Party Sparkler Pick,Stecchino scintille,pokeapi:item_names.csv
item,Pass,Superpass,pokeapi:item_names.csv
item,Pass Orb,Passabilia,pokeapi:item_names.csv
item,Passho Berry,Baccapasflo,pokeapi:item_names.csv
item,Passimian Fur,Pelo di Passimian,pokeapi:item_names.csv
item,Pasta,Pasta,pokeapi:item_names.csv
item,Pawmi Fur,Pelo di Pawmi,pokeapi:item_names.csv
item,Pawniard Blade,Lama di Pawniard,pokeapi:item_names.csv
item,Payapa Berry,Baccapayapa,pokeapi:item_names.csv
item,Peach Tablecloth,Tovaglia pesca,pokeapi:item_names.csv
item,Peanut Butter,Burro di arachidi,pokeapi:item_names.csv
item,Pearl,Perla,pokeapi:item_names.csv
item,Pearl String,Trittiperla,pokeapi:item_names.csv
item,Peat Block,Blocco di torba,pokeapi:item_names.csv
item,Pecha Berry,Baccapesca,pokeapi:item_names.csv
item,Pepper,Pepe,pokeapi:item_names.csv
item,Permit,Permesso,pokeapi:item_names.csv
item,Persim Berry,Baccaki,pokeapi:item_names.csv
item,Petaya Berry,Baccapitaya,pokeapi:item_names.csv
item,Petilil Leaf,Foglia di Petilil,pokeapi:item_names.csv
item,Pewter Crunchies,Plumbeosalatini,pokeapi:item_names.csv
item,Phanpy Nail,Unghia di Phanpy,pokeapi:item_names.csv
item,Phantump Twig,Ramo di Phantump,pokeapi:item_names.csv
item,Photo Album,Album,pokeapi:item_names.csv
item,Pichu Fur,Pelo di Pichu,pokeapi:item_names.csv
item,Pickle,Sottaceto,pokeapi:item_names.csv
item,Picnic Set,Set da picnic,pokeapi:item_names.csv
item,Pidgeotite,Pidgeotite,pokeapi:item_names.csv
item,Pidgey Candy,Caramella Pidgey,pokeapi:item_names.csv
item,Pika-Pika Pick,Stecchino Pikachu,pokeapi:item_names.csv
item,Pikachu Candy,Caramella Pikachu,pokeapi:item_names.csv
item,Pikachu Cup,Tazza Pikachu,pokeapi:item_names.csv
item,Pikanium Z,Pikacium Z,pokeapi:item_names.csv
item,Pikashunium Z,Ashpikacium Z,pokeapi:item_names.csv
item,Pinap Berry,Baccananas,pokeapi:item_names.csv
item,Pincurchin Spines,Aculeo di Pincurchin,pokeapi:item_names.csv
item,Pineapple,Ananas,pokeapi:item_names.csv
item,Pineco Husk,Guscio di Pineco,pokeapi:item_names.csv
item,Pink Apricorn,Ghicocca Rosa,pokeapi:item_names.csv
item,Pink Bottle,Borraccia rosa,pokeapi:item_names.csv
item,Pink Cup,Tazza rosa,pokeapi:item_names.csv
item,Pink Nectar,Nettare rosa,pokeapi:item_names.csv
item,Pink Petal,Petalo rosa,pokeapi:item_names.csv
item,Pink Scarf,Fascia Rosa,pokeapi:item_names.csv
item,Pink Tablecloth,Tovaglia rosa,pokeapi:item_names.csv
item,Pinsir Candy,Caramella Pinsir,pokeapi:item_names.csv
item,Pinsirite,Pinsirite,pokeapi:item_names.csv
item,Pixie Plate,Lastraspiritello,pokeapi:item_names.csv
item,Plaid Tablecloth (B),Tovaglia a quadri viola,pokeapi:item_names.csv
item,Plaid Tablecloth (R),Tovaglia a quadri rossa,pokeapi:item_names.csv
item,Plaid Tablecloth (Y),Tovaglia a quadri gialla,pokeapi:item_names.csv
item,Plasma Card,Carta Plasma,pokeapi:item_names.csv
item,Plume Fossil,Fossilpiuma,pokeapi:item_names.csv
item,Poffin Case,Portapoffin,pokeapi:item_names.csv
item,Point Card,Scheda Punti,pokeapi:item_names.csv
item,Poison Barb,Velenaculeo,pokeapi:item_names.csv
item,Poison Gem,Bijouveleno,pokeapi:item_names.csv
item,Poison Memory,ROM Veleno,pokeapi:item_names.csv
item,Poison Tera Shard,Teralite Veleno,pokeapi:item_names.csv
item,Poisonium Z,Venenium Z,pokeapi:item_names.csv
item,Poké Ball,Poké Ball,pokeapi:item_names.csv
item,Poké Doll,Poké Bambola,pokeapi:item_names.csv
item,Poké Flute,Poké Flauto,pokeapi:item_names.csv
item,Poké Radar,Poké Radar,pokeapi:item_names.csv
item,Poké Toy,Pokégingillo,pokeapi:item_names.csv
item,Pokéblock Case,PortaPokémelle,pokeapi:item_names.csv
item,Pokéblock Kit,Kit Pokémelle,pokeapi:item_names.csv
item,Pokémon Box Link,Box Pokémon,pokeapi:item_names.csv
item,Polished Mud Ball,Pallina di fango,pokeapi:item_names.csv
item,Poliwag Candy,Caramella Poliwag,pokeapi:item_names.csv
item,Poliwag Slime,Muco di Poliwag,pokeapi:item_names.csv
item,Polka-Dot Bottle,Borraccia a pois,pokeapi:item_names.csv
item,Polka-Dot Cup,Tazza a pois,pokeapi:item_names.csv
item,Polka-Dot Tablecloth,Tovaglia a pois,pokeapi:item_names.csv
item,Poltchageist Powder,Polvere di Poltchageist,pokeapi:item_names.csv
item,Pomeg Berry,Baccagrana,pokeapi:item_names.csv
item,Ponyta Candy,Caramella Ponyta,pokeapi:item_names.csv
item,Poochyena Fang,Zanna di Poochyena,pokeapi:item_names.csv
item,Porygon Candy,Caramella Porygon,pokeapi:item_names.csv
item,Potato Salad,Insalata di patate,pokeapi:item_names.csv
item,Potato Tortilla,Tortilla,pokeapi:item_names.csv
item,Potion,Pozione,pokeapi:item_names.csv
item,Powder Jar,Portafarina,pokeapi:item_names.csv
item,Power Anklet,Vigorgliera,pokeapi:item_names.csv
item,Power Band,Vigorbanda,pokeapi:item_names.csv
item,Power Belt,Vigorfascia,pokeapi:item_names.csv
item,Power Bracer,Vigorcerchio,pokeapi:item_names.csv
item,Power Herb,Vigorerba,pokeapi:item_names.csv
item,Power Lens,Vigorlente,pokeapi:item_names.csv
item,Power Plant Pass,Pass Centrale,pokeapi:item_names.csv
item,Power Weight,Vigorpeso,pokeapi:item_names.csv
item,Power-Up Pocket,Tasca potenziam.,pokeapi:item_names.csv
item,Precooked Burger,Hamburger,pokeapi:item_names.csv
item,Premier Ball,Premier Ball,pokeapi:item_names.csv
item,Pretty Feather,Piumabella,pokeapi:item_names.csv
item,Primarium Z,Primarinium Z,pokeapi:item_names.csv
item,Prism Scale,Squama Bella,pokeapi:item_names.csv
item,Prison Bottle,Vaso del vincolo,pokeapi:item_names.csv
item,Professor’s Mask,Maschera Prof.,pokeapi:item_names.csv
item,Prof’s Letter,Lettera del Prof,pokeapi:item_names.csv
item,Prop Case,Portagadget,pokeapi:item_names.csv
item,Prosciutto,Prosciutto crudo,pokeapi:item_names.csv
item,Protective Pads,Smorzaurti,pokeapi:item_names.csv
item,Protector,Copertura,pokeapi:item_names.csv
item,Protein,Proteina,pokeapi:item_names.csv
item,Psychic Gem,Bijoupsico,pokeapi:item_names.csv
item,Psychic Memory,ROM Psico,pokeapi:item_names.csv
item,Psychic Seed,Psicoseme,pokeapi:item_names.csv
item,Psychic Tera Shard,Teralite Psico,pokeapi:item_names.csv
item,Psychium Z,Psichium Z,pokeapi:item_names.csv
item,Psyduck Candy,Caramella Psyduck,pokeapi:item_names.csv
item,Psyduck Down,Piuma di Psyduck,pokeapi:item_names.csv
item,Punching Glove,Guantone,pokeapi:item_names.csv
item,Pungent Root,Erbe acquatiche,pokeapi:item_names.csv
item,Pure Incense,Puroaroma,pokeapi:item_names.csv
item,Purple Nectar,Nettare viola,pokeapi:item_names.csv
item,Purple Petal,Petalo violetto,pokeapi:item_names.csv
item,Qualot Berry,Baccaloquat,pokeapi:item_names.csv
item,Quick Ball,Velox Ball,pokeapi:item_names.csv
item,Quick Candy,Caramella rapidità S,pokeapi:item_names.csv
item,Quick Candy L,Caramella rapidità M,pokeapi:item_names.csv
item,Quick Candy XL,Caramella rapidità L,pokeapi:item_names.csv
item,Quick Claw,Rapidartigli,pokeapi:item_names.csv
item,Quick Powder,Velopolvere,pokeapi:item_names.csv
item,Quiet Mint,Menta Quieta,pokeapi:item_names.csv
item,Qwilfish Spines,Aculeo di Qwilfish,pokeapi:item_names.csv
item,RSVP Mail,Messaggio Invito,pokeapi:item_names.csv
item,Rabuta Berry,Baccambutan,pokeapi:item_names.csv
item,Radiant Petal,Petalo lucente,pokeapi:item_names.csv
item,Rage Candy Bar,Iramella,pokeapi:item_names.csv
item,Rainbow Flower,Fiore arcobaleno,pokeapi:item_names.csv
item,Rainbow Pass,Sette Pass,pokeapi:item_names.csv
item,Rainbow Wing,Ala d’Iride,pokeapi:item_names.csv
item,Ralts Dust,Oggetto di Ralts,pokeapi:item_names.csv
item,Rare Bone,Osso Raro,pokeapi:item_names.csv
item,Rare Candy,Caramella rara,pokeapi:item_names.csv
item,Rash Mint,Menta Ardente,pokeapi:item_names.csv
item,Rattata Candy,Caramella Rattata,pokeapi:item_names.csv
item,Rawst Berry,Baccafrago,pokeapi:item_names.csv
item,Razor Claw,Affilartigli,pokeapi:item_names.csv
item,Razor Fang,Affilodente,pokeapi:item_names.csv
item,Razz Berry,Baccalampon,pokeapi:item_names.csv
item,Reaper Cloth,Terrorpanno,pokeapi:item_names.csv
item,Red Apricorn,Ghicocca Rossa,pokeapi:item_names.csv
item,Red Bell Pepper,Peperone rosso,pokeapi:item_names.csv
item,Red Card,Cartelrosso,pokeapi:item_names.csv
item,Red Chain,Rossocatena,pokeapi:item_names.csv
item,Red Dish,Piatto rosso,pokeapi:item_names.csv
item,Red Flute,Flauto Rosso,pokeapi:item_names.csv
item,Red Nectar,Nettare rosso,pokeapi:item_names.csv
item,Red Onion,Cipolla rossa,pokeapi:item_names.csv
item,Red Orb,Gemma rossa,pokeapi:item_names.csv
item,Red Petal,Petalo rosso,pokeapi:item_names.csv
item,Red Poké Ball Pick,Stecchino Ball rosso,pokeapi:item_names.csv
item,Red Scale,Squama Rossa,pokeapi:item_names.csv
item,Red Scarf,Fascia Rossa,pokeapi:item_names.csv
item,Red Shard,Coccio Rosso,pokeapi:item_names.csv
item,Red-Flag Pick,Bandierina rossa,pokeapi:item_names.csv
item,Reins of Unity,Briglie legame,pokeapi:item_names.csv
item,Relaxed Mint,Menta Placida,pokeapi:item_names.csv
item,Relic Band,Bracciantico,pokeapi:item_names.csv
item,Relic Copper,Soldantico,pokeapi:item_names.csv
item,Relic Crown,Coronantica,pokeapi:item_names.csv
item,Relic Gold,Doblonantico,pokeapi:item_names.csv
item,Relic Silver,Ducatantico,pokeapi:item_names.csv
item,Relic Statue,Statuantica,pokeapi:item_names.csv
item,Relic Vase,Vasantico,pokeapi:item_names.csv
item,Rellor Mud,Fango di Rellor,pokeapi:item_names.csv
item,Repeat Ball,Bis Ball,pokeapi:item_names.csv
item,Repel,Repellente,pokeapi:item_names.csv
item,Reply Mail,Mess. Risp.,pokeapi:item_names.csv
item,Reset Urge,Ripristino,pokeapi:item_names.csv
item,Resist Feather,Piumtutela,pokeapi:item_names.csv
item,Resist Mochi,Mochi della tutela,pokeapi:item_names.csv
item,Retro Mail,Mess. Rétro,pokeapi:item_names.csv
item,Reveal Glass,Verispecchio,pokeapi:item_names.csv
item,Revival Herb,Vitalerba,pokeapi:item_names.csv
item,Revive,Revitalizzante,pokeapi:item_names.csv
item,Rhyhorn Candy,Caramella Rhyhorn,pokeapi:item_names.csv
item,Ribbon Sweet,Bonbonfiocco,pokeapi:item_names.csv
item,Rice,Riso,pokeapi:item_names.csv
item,Rich Mulch,Fertilflorido,pokeapi:item_names.csv
item,Ride Pager,Chiamapassaggio,pokeapi:item_names.csv
item,Rindo Berry,Baccarindo,pokeapi:item_names.csv
item,Ring Target,Facilsaglio,pokeapi:item_names.csv
item,Riolu Fur,Pelo di Riolu,pokeapi:item_names.csv
item,Rm. 1 Key,Chiave Cab.1,pokeapi:item_names.csv
item,Rm. 2 Key,Chiave Cab.2,pokeapi:item_names.csv
item,Rm. 4 Key,Chiave Cab.4,pokeapi:item_names.csv
item,Rm. 6 Key,Chiave Cab.6,pokeapi:item_names.csv
item,Rock Gem,Bijouroccia,pokeapi:item_names.csv
item,Rock Incense,Roccioaroma,pokeapi:item_names.csv
item,Rock Memory,ROM Roccia,pokeapi:item_names.csv
item,Rock Tera Shard,Teralite Roccia,pokeapi:item_names.csv
item,Rockium Z,Petrium Z,pokeapi:item_names.csv
item,Rockruff Rock,Roccia di Rockruff,pokeapi:item_names.csv
item,Rocky Helmet,Bitorzolelmo,pokeapi:item_names.csv
item,Roller Skates,Pattini,pokeapi:item_names.csv
item,Rolycoly Coal,Carbone di Rolycoly,pokeapi:item_names.csv
item,Rookidee Feather,Penna di Rookidee,pokeapi:item_names.csv
item,Room Service,Distorservizio,pokeapi:item_names.csv
item,Root Fossil,Radifossile,pokeapi:item_names.csv
item,Rose Incense,Rosaroma,pokeapi:item_names.csv
item,Roseli Berry,Baccarcadè,pokeapi:item_names.csv
item,Roto Bargain,Sconto’n’roll,pokeapi:item_names.csv
item,Roto Boost,Stat’n’roll,pokeapi:item_names.csv
item,Roto Catch,Acchiappa’n’roll,pokeapi:item_names.csv
item,Roto Encounter,Incontra’n’roll,pokeapi:item_names.csv
item,Roto Exp. Points,Esp’n’roll,pokeapi:item_names.csv
item,Roto Friendship,Affetto’n’roll,pokeapi:item_names.csv
item,Roto HP Restore,PS’n’roll,pokeapi:item_names.csv
item,Roto Hatch,Cova’n’roll,pokeapi:item_names.csv
item,Roto PP Restore,PP’n’roll,pokeapi:item_names.csv
item,Roto Prize Money,Soldi’n’roll,pokeapi:item_names.csv
item,Roto Stealth,Repelle’n’roll,pokeapi:item_names.csv
item,Rotom Bike,Bici Rotom,pokeapi:item_names.csv
item,Rotom Catalog,Catalogo Rotom,pokeapi:item_names.csv
item,Rotom Phone,Smart Rotom,pokeapi:item_names.csv
item,Rotom Sparks,Elettricità di Rotom,pokeapi:item_names.csv
item,Rowap Berry,Baccaroam,pokeapi:item_names.csv
item,Ruby,Rubino,pokeapi:item_names.csv
item,Rufflet Feather,Penna di Rufflet,pokeapi:item_names.csv
item,Rule Book,Libro Regole,pokeapi:item_names.csv
item,Rusted Shield,Scudo rovinato,pokeapi:item_names.csv
item,Rusted Sword,Spada rovinata,pokeapi:item_names.csv
item,S.S. Ticket,Biglietto nave,pokeapi:item_names.csv
item,Sablenite,Sableyite,pokeapi:item_names.csv
item,Sableye Gem,Gemma di Sableye,pokeapi:item_names.csv
item,Sachet,Bustina aromi,pokeapi:item_names.csv
item,Sacred Ash,Ceneremagica,pokeapi:item_names.csv
item,Safari Ball,Safari Ball,pokeapi:item_names.csv
item,Safety Goggles,Visierantisabbia,pokeapi:item_names.csv
item,Sail Fossil,Fossilpinna,pokeapi:item_names.csv
item,Salac Berry,Baccasalak,pokeapi:item_names.csv
item,Salad Mix,Verdure,pokeapi:item_names.csv
item,Salamencite,Salamencite,pokeapi:item_names.csv
item,Salandit Gas,Gas di Salandit,pokeapi:item_names.csv
item,Salt,Sale,pokeapi:item_names.csv
item,Salty Herba Mystica,Spezia nascosta salata,pokeapi:item_names.csv
item,Sandile Claw,Artiglio di Sandile,pokeapi:item_names.csv
item,Sandshrew Candy,Caramella Sandshrew,pokeapi:item_names.csv
item,Sandshrew Claw,Artiglio di Sandshrew,pokeapi:item_names.csv
item,Sandwich,Panino,pokeapi:item_names.csv
item,Sandygast Sand,Sabbia di Sandygast,pokeapi:item_names.csv
item,Sapphire,Zaffiro,pokeapi:item_names.csv
item,Sassy Mint,Menta Vivace,pokeapi:item_names.csv
item,Sausages,Salsicce,pokeapi:item_names.csv
item,Scanner,Scanner,pokeapi:item_names.csv
item,Scarlet Book,Libro scarlatto,pokeapi:item_names.csv
item,Scatterbug Powder,Polvere di Scatterbug,pokeapi:item_names.csv
item,Sceptilite,Sceptilite,pokeapi:item_names.csv
item,Scizorite,Scizorite,pokeapi:item_names.csv
item,Scope Lens,Mirino,pokeapi:item_names.csv
item,Scroll of Darkness,Rotolo del Buio,pokeapi:item_names.csv
item,Scroll of Waters,Rotolo dell’Acqua,pokeapi:item_names.csv
item,Scyther Candy,Caramella Scyther,pokeapi:item_names.csv
item,Scyther Claw,Artiglio di Scyther,pokeapi:item_names.csv
item,Sea Incense,Marearoma,pokeapi:item_names.csv
item,Seal Bag,Bollosacca,pokeapi:item_names.csv
item,Seal Case,Portabolli,pokeapi:item_names.csv
item,Secret Key,Chiave segreta,pokeapi:item_names.csv
item,Secret Potion,Pozione Segreta,pokeapi:item_names.csv
item,Seedot Stem,Picciolo di Seedot,pokeapi:item_names.csv
item,Seel Candy,Caramella Seel,pokeapi:item_names.csv
item,Sentret Fur,Pelo di Sentret,pokeapi:item_names.csv
item,Serious Mint,Menta Seria,pokeapi:item_names.csv
item,Seviper Fang,Zanna di Seviper,pokeapi:item_names.csv
item,Sewaddle Leaf,Foglia di Sewaddle,pokeapi:item_names.csv
item,Shaderoot Carrot,Carota oscura,pokeapi:item_names.csv
item,Shadow Mail,Mess. Ombra,pokeapi:item_names.csv
item,Shalour Sable,Yantafrollino,pokeapi:item_names.csv
item,Sharp Beak,Beccaffilato,pokeapi:item_names.csv
item,Sharpedonite,Sharpedite,pokeapi:item_names.csv
item,Shed Shell,Disfoguscio,pokeapi:item_names.csv
